InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
569545,22879,NUMBER TILE VINTAGE FONT 0,1,2011-10-04 16:37:00,4.13,,United Kingdom
569668,22619,SET OF 6 SOLDIER SKITTLES,4,2011-10-05 13:47:00,3.75,16040.0,United Kingdom
538917,21171,BATHROOM METAL SIGN ,1,2010-12-15 10:57:00,1.45,17449.0,United Kingdom
560426,20728,LUNCH BAG CARS BLUE,10,2011-07-18 15:15:00,1.65,14038.0,United Kingdom
575176,22585,PACK OF 6 BIRDY GIFT TAGS,1,2011-11-08 18:29:00,2.46,,United Kingdom
563205,22274,FELTCRAFT DOLL EMILY,1,2011-08-14 12:03:00,2.95,14040.0,United Kingdom
563349,23155,KNICKERBOCKERGLORY MAGNET ASSORTED ,3,2011-08-15 13:51:00,0.83,14623.0,United Kingdom
580652,22758,LARGE PURPLE BABUSHKA NOTEBOOK  ,144,2011-12-05 13:33:00,0.39,17511.0,United Kingdom
545690,22361,GLASS JAR DAISY FRESH COTTON WOOL,1,2011-03-06 12:46:00,2.95,13263.0,United Kingdom
564230,22112,CHOCOLATE HOT WATER BOTTLE,7,2011-08-24 10:22:00,12.46,,United Kingdom
568538,23293,SET OF 12 FAIRY CAKE BAKING CASES,128,2011-09-27 14:07:00,0.72,15061.0,United Kingdom
541969,21508,VINTAGE KID DOLLY CARD ,1,2011-01-24 13:46:00,0.83,,United Kingdom
580160,22561,WOODEN SCHOOL COLOURING SET,12,2011-12-02 10:47:00,1.65,12700.0,France
580175,20961,STRAWBERRY BATH SPONGE ,50,2011-12-02 11:45:00,1.25,14126.0,United Kingdom
539437,22152,PLACE SETTING WHITE STAR,1,2010-12-17 14:54:00,1.66,,United Kingdom
566566,82494L,WOODEN FRAME ANTIQUE WHITE ,1,2011-09-13 12:32:00,7.46,14096.0,United Kingdom
575176,21115,ROSE CARAVAN DOORSTOP,1,2011-11-08 18:29:00,14.13,,United Kingdom
561026,22361,GLASS JAR DAISY FRESH COTTON WOOL,1,2011-07-24 10:49:00,2.95,17265.0,United Kingdom
560864,23288,GREEN VINTAGE SPOT BEAKER,8,2011-07-21 13:54:00,0.85,14407.0,United Kingdom
C579902,22666,RECIPE BOX PANTRY YELLOW DESIGN,-3,2011-12-01 08:39:00,2.95,13365.0,United Kingdom
580059,22600,CHRISTMAS RETROSPOT STAR WOOD,10,2011-12-01 13:22:00,0.85,17768.0,United Kingdom
537638,20772,GARDEN PATH JOURNAL,1,2010-12-07 15:28:00,5.06,,United Kingdom
545895,82583,HOT BATHS METAL SIGN,1,2011-03-07 17:14:00,4.13,,United Kingdom
539826,82484,WOOD BLACK BOARD ANT WHITE FINISH,6,2010-12-22 12:39:00,6.45,15044.0,United Kingdom
541843,22449,SILK PURSE BABUSHKA PINK,12,2011-01-23 12:08:00,3.35,13659.0,United Kingdom
560211,21931,JUMBO STORAGE BAG SUKI,30,2011-07-15 14:34:00,2.08,12621.0,Germany
579530,21466,RED FLOWER CROCHET FOOD COVER,6,2011-11-30 09:00:00,3.75,14794.0,United Kingdom
569843,22082,RIBBON REEL STRIPES DESIGN ,1,2011-10-06 13:29:00,1.65,14449.0,United Kingdom
572653,23583,LUNCH BAG PAISLEY PARK  ,7,2011-10-25 12:12:00,1.65,15861.0,United Kingdom
575336,23349,ROLL WRAP VINTAGE CHRISTMAS,1,2011-11-09 13:58:00,1.25,14968.0,United Kingdom
580729,22726,ALARM CLOCK BAKELIKE GREEN,2,2011-12-05 17:24:00,7.46,,United Kingdom
573548,22470,HEART OF WICKER LARGE,3,2011-10-31 13:22:00,2.95,13680.0,United Kingdom
573401,22437,SET OF 9 BLACK SKULL BALLOONS,20,2011-10-30 15:43:00,0.85,12364.0,Belgium
573267,23091,ZINC HERB GARDEN CONTAINER,1,2011-10-28 12:44:00,6.25,,United Kingdom
563858,23332,IVORY WICKER HEART LARGE,12,2011-08-19 16:04:00,1.65,18170.0,United Kingdom
541248,17174,ASSTD RASTA KEY-CHAINS,1,2011-01-16 13:04:00,0.42,12748.0,United Kingdom
543022,21955,DOORMAT UNION JACK GUNS AND ROSES,2,2011-02-02 14:37:00,7.95,16771.0,United Kingdom
554104,22902,TOTE BAG I LOVE LONDON,12,2011-05-22 14:03:00,2.1,12705.0,Germany
556474,23148,MINIATURE ANTIQUE ROSE HOOK IVORY,12,2011-06-12 12:01:00,0.83,16007.0,United Kingdom
541424,15036,ASSORTED COLOURS SILK FAN,15,2011-01-17 17:57:00,1.25,,United Kingdom
575643,23082,SET 6 PAPER TABLE LANTERN HEARTS ,6,2011-11-10 14:09:00,3.75,13267.0,United Kingdom
577034,22187,GREEN CHRISTMAS TREE CARD HOLDER,1,2011-11-17 13:16:00,1.95,12847.0,United Kingdom
571674,23702,,100,2011-10-18 13:22:00,0.0,,United Kingdom
568657,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,1,2011-09-28 12:22:00,2.95,16460.0,United Kingdom
547880,82482,WOODEN PICTURE FRAME WHITE FINISH,6,2011-03-27 16:05:00,2.55,15426.0,United Kingdom
545715,22383,LUNCH BAG SUKI DESIGN ,2,2011-03-07 10:13:00,4.96,,United Kingdom
560646,22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,83,2011-07-20 11:28:00,5.88,18102.0,United Kingdom
565430,21715,GIRLS VINTAGE TIN SEASIDE BUCKET,2,2011-09-04 13:07:00,2.55,14335.0,Germany
556056,20619,TROPICAL PASSPORT COVER ,1,2011-06-08 13:35:00,2.1,17841.0,United Kingdom
541552,85206B,PINK FELT EASTER EGG BASKET,3,2011-01-19 11:15:00,1.65,15039.0,United Kingdom
554509,20751,FUNKY WASHING UP GLOVES ASSORTED,1,2011-05-24 15:45:00,2.1,17375.0,United Kingdom
555836,22699,ROSES REGENCY TEACUP AND SAUCER ,24,2011-06-07 12:36:00,2.55,13098.0,United Kingdom
581218,22215,CAKE STAND WHITE TWO TIER LACE,6,2011-12-08 09:23:00,2.95,14191.0,United Kingdom
537434,22573,STAR WOODEN CHRISTMAS DECORATION,9,2010-12-06 16:57:00,1.66,,United Kingdom
565915,21807,WHITE CHRISTMAS STAR DECORATION,10,2011-09-07 15:52:00,0.42,15752.0,United Kingdom
578787,23082,SET 6 PAPER TABLE LANTERN HEARTS ,6,2011-11-25 12:10:00,3.75,13589.0,United Kingdom
565594,22386,JUMBO BAG PINK POLKADOT,10,2011-09-05 14:11:00,2.08,13510.0,United Kingdom
536800,22379,RECYCLING BAG RETROSPOT ,5,2010-12-02 16:12:00,2.1,14829.0,United Kingdom
575886,21354,TOAST ITS - BEST MUM,1,2011-11-11 13:57:00,1.25,12517.0,Germany
553390,22173,METAL 4 HOOK HANGER FRENCH CHATEAU,1,2011-05-16 16:41:00,2.95,17841.0,United Kingdom
570118,22748,POPPY'S PLAYHOUSE KITCHEN,6,2011-10-07 12:44:00,2.1,13276.0,United Kingdom
559909,22024,RAINY LADIES BIRTHDAY CARD,12,2011-07-13 14:28:00,0.42,18245.0,United Kingdom
572186,23089,GLASS BON BON JAR,12,2011-10-21 10:55:00,1.65,16497.0,United Kingdom
554098,22635,CHILDS BREAKFAST SET DOLLY GIRL ,1,2011-05-22 13:01:00,9.95,14769.0,United Kingdom
574739,23397,FOOT STOOL HOME SWEET HOME ,2,2011-11-06 16:04:00,9.95,16357.0,United Kingdom
536982,22554,PLASTERS IN TIN WOODLAND ANIMALS,1,2010-12-03 14:27:00,4.21,,United Kingdom
577746,22340,NOEL GARLAND PAINTED ZINC ,24,2011-11-21 14:17:00,0.39,15274.0,United Kingdom
557502,22697,GREEN REGENCY TEACUP AND SAUCER,18,2011-06-20 15:32:00,5.79,,United Kingdom
564719,82600,NO SINGING METAL SIGN,1,2011-08-28 11:55:00,2.1,15325.0,United Kingdom
576617,21063,PARTY INVITES JAZZ HEARTS,1,2011-11-15 16:57:00,1.63,,United Kingdom
560777,22149,FELTCRAFT 6 FLOWER FRIENDS,1,2011-07-21 09:30:00,4.96,,United Kingdom
555650,22961,JAM MAKING SET PRINTED,12,2011-06-06 13:48:00,1.45,14156.0,EIRE
536446,84836,ZINC METAL HEART DECORATION,12,2010-12-01 12:15:00,1.25,15983.0,United Kingdom
562218,21790,VINTAGE SNAP CARDS,12,2011-08-03 14:07:00,0.85,13851.0,United Kingdom
580043,21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",1,2011-12-01 12:25:00,4.95,14527.0,United Kingdom
567148,23295,SET OF 12 MINI LOAF BAKING CASES,8,2011-09-16 15:23:00,0.83,18225.0,United Kingdom
554917,22841,ROUND CAKE TIN VINTAGE GREEN,2,2011-05-27 12:29:00,7.95,15104.0,United Kingdom
537237,20971,PINK BLUE FELT CRAFT TRINKET BOX,2,2010-12-06 09:58:00,2.51,,United Kingdom
570632,23380,PACK OF 12 VINTAGE DOILY TISSUES,24,2011-10-11 12:27:00,0.39,17412.0,United Kingdom
538177,20780,BLACK EAR MUFF HEADPHONES,1,2010-12-10 09:51:00,11.02,,United Kingdom
568992,22075,6 RIBBONS ELEGANT CHRISTMAS ,6,2011-09-29 16:48:00,1.65,17218.0,United Kingdom
568703,21391,FRENCH LAVENDER SCENT HEART,6,2011-09-28 15:21:00,0.75,12748.0,United Kingdom
556425,84596G,SMALL CHOCOLATES PINK BOWL,8,2011-06-10 12:51:00,0.42,14178.0,United Kingdom
541260,22961,JAM MAKING SET PRINTED,7,2011-01-16 15:44:00,1.45,16059.0,United Kingdom
554963,21534,DAIRY MAID LARGE MILK JUG,3,2011-05-27 15:32:00,4.95,14625.0,United Kingdom
536639,22867,HAND WARMER BIRD DESIGN,12,2010-12-02 11:45:00,2.1,15111.0,United Kingdom
555946,22668,PINK BABY BUNTING,5,2011-06-08 10:43:00,2.95,17238.0,United Kingdom
555647,22982,PANTRY PASTRY BRUSH,12,2011-06-06 13:43:00,1.25,12957.0,United Kingdom
550784,21172,PARTY METAL SIGN ,12,2011-04-20 13:59:00,1.45,13269.0,United Kingdom
563572,22560,TRADITIONAL MODELLING CLAY,4,2011-08-17 15:00:00,1.25,16734.0,United Kingdom
560434,22228,BUNNY WOODEN PAINTED WITH BIRD ,2,2011-07-18 15:56:00,0.83,,United Kingdom
546306,85150,LADIES & GENTLEMEN METAL SIGN,1,2011-03-10 16:16:00,4.96,,United Kingdom
560690,23052,RECYCLED ACAPULCO MAT TURQUOISE,2,2011-07-20 12:00:00,8.25,16807.0,United Kingdom
569571,23351,ROLL WRAP 50'S CHRISTMAS,72,2011-10-05 10:09:00,1.04,16684.0,United Kingdom
554694,23180,MUM'S KITCHEN CLOCK,1,2011-05-25 17:06:00,10.79,,United Kingdom
572550,21221,SET/4 BADGES CUTE CREATURES,1,2011-10-24 17:06:00,2.46,,United Kingdom
566124,23360,SET 8 CANDLES VINTAGE DOILY,6,2011-09-09 11:15:00,1.95,16515.0,United Kingdom
572294,20725,LUNCH BAG RED RETROSPOT,10,2011-10-23 13:10:00,1.65,13471.0,United Kingdom
541423,90033,IVORY SHELL HEART EARRINGS,1,2011-01-17 17:54:00,2.48,,United Kingdom
566440,46000S,POLYESTER FILLER PAD 40x40cm,4,2011-09-12 15:19:00,1.45,15755.0,United Kingdom
